"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1,64.2,64.2,35.8,"Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","Aeugst am Albis hat den Klimaschutzartikel in der Kantonsverfassung mit 64,2 Prozent angenommen.",,
2,65.5,65.5,34.5,"Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","Affoltern am Albis hat den Klimaschutzartikel in der Kantonsverfassung mit 65,5 Prozent angenommen.",,
3,50,0,0,"Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
4,64,64,36,"Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","64 Prozent der Stimmbürgerinnen und Stimmbürger von Hausen am Albis haben dem Klimaschutzartikel in der Kantonsverfassung zugestimmt.",,
5,65.6,65.6,34.4,"Hedingen ZH","Hedingen (ZH)","Hedingen ZH","Mit 65,6 Prozent Ja hat sich Hedingen für den Klimaschutzartikel in der Kantonsverfassung ausgesprochen.",,
6,53.5,53.5,46.5,"Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","Kappel am Albis hat den Klimaschutzartikel in der Kantonsverfassung mit 53,5 Prozent angenommen.",,
7,60.7,60.7,39.3,"Knonau ZH","Knonau (ZH)","Knonau ZH","Mit 60,7 Prozent Ja hat sich Knonau für den Klimaschutzartikel in der Kantonsverfassung ausgesprochen.",,
8,57.2,57.2,42.8,"Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","57,2 Prozent der Stimmbürgerinnen und Stimmbürger von Maschwanden haben dem Klimaschutzartikel in der Kantonsverfassung zugestimmt.",,
9,62.8,62.8,37.2,"Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","62,8 Prozent der Stimmbürgerinnen und Stimmbürger von Mettmenstetten haben dem Klimaschutzartikel in der Kantonsverfassung zugestimmt.",,
10,60.4,60.4,39.6,"Obfelden ZH","Obfelden (ZH)","Obfelden ZH","60,4 Prozent der Stimmbürgerinnen und Stimmbürger von Obfelden haben dem Klimaschutzartikel in der Kantonsverfassung zugestimmt.",,
11,63.4,63.4,36.6,"Ottenbach ZH","Ottenbach (ZH)","Ottenbach ZH","Mit 63,4 Prozent Ja hat sich Ottenbach für den Klimaschutzartikel in der Kantonsverfassung ausgesprochen.",,
12,67.5,67.5,32.5,"Rifferswil ZH","Rifferswil (ZH)","Rifferswil ZH","Mit 67,5 Prozent Ja hat sich Rifferswil für den Klimaschutzartikel in der Kantonsverfassung ausgesprochen.",,
13,58.1,58.1,41.9,"Stallikon ZH","Stallikon (ZH)","Stallikon ZH","58,1 Prozent der Stimmbürgerinnen und Stimmbürger von Stallikon haben dem Klimaschutzartikel in der Kantonsverfassung zugestimmt.",,
14,65.8,65.8,34.2,"Wettswil am Albis ZH","Wettswil am Albis (ZH)","Wettswil am Albis ZH","Wettswil am Albis hat den Klimaschutzartikel in der Kantonsverfassung mit 65,8 Prozent angenommen.",,
21,41.7,41.7,58.3,"Adlikon ZH","Adlikon (ZH)","Adlikon ZH","Keine Mehrheit für den Klimaschutzartikel in der Kantonsverfassung in Adlikon. 58,3 Prozent haben die Vorlage verworfen.",,
