"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1,27.2,27.2,72.8,"Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","Aeugst am Albis hat die Elternzeit-Initiative mit 72,8 Prozent abgelehnt.",,
2,29.2,29.2,70.8,"Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","Affoltern am Albis hat die Elternzeit-Initiative mit 70,8 Prozent abgelehnt.",,
3,31.7,31.7,68.3,"Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","Bonstetten hat die Elternzeit-Initiative mit 68,3 Prozent abgelehnt.",,
4,28.7,28.7,71.3,"Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","Keine Mehrheit für die Elternzeit-Initiative in Hausen am Albis. 71,3 Prozent haben sie verworfen.",,
5,28,28,72,"Hedingen ZH","Hedingen (ZH)","Hedingen ZH","Nein zur Elternzeit-Initiative in Hedingen: 72 Prozent haben das Begehren abgelehnt.",,
6,24.8,24.8,75.2,"Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","Kappel am Albis hat die Elternzeit-Initiative mit 75,2 Prozent abgelehnt.",,
7,25.2,25.2,74.8,"Knonau ZH","Knonau (ZH)","Knonau ZH","Nein zur Elternzeit-Initiative in Knonau: 74,8 Prozent haben das Begehren abgelehnt.",,
8,24.5,24.5,75.5,"Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","Keine Mehrheit für die Elternzeit-Initiative in Maschwanden. 75,5 Prozent haben sie verworfen.",,
9,26.5,26.5,73.5,"Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","Keine Mehrheit für die Elternzeit-Initiative in Mettmenstetten. 73,5 Prozent haben sie verworfen.",,
10,26.2,26.2,73.8,"Obfelden ZH","Obfelden (ZH)","Obfelden ZH","Keine Mehrheit für die Elternzeit-Initiative in Obfelden. 73,8 Prozent haben sie verworfen.",,
11,25,25,75,"Ottenbach ZH","Ottenbach (ZH)","Ottenbach ZH","Nein zur Elternzeit-Initiative in Ottenbach: 75 Prozent haben das Begehren abgelehnt.",,
12,37,37,63,"Rifferswil ZH","Rifferswil (ZH)","Rifferswil ZH","Nein zur Elternzeit-Initiative in Rifferswil: 63 Prozent haben das Begehren abgelehnt.",,
13,24.5,24.5,75.5,"Stallikon ZH","Stallikon (ZH)","Stallikon ZH","Keine Mehrheit für die Elternzeit-Initiative in Stallikon. 75,5 Prozent haben sie verworfen.",,
14,23.6,23.6,76.4,"Wettswil am Albis ZH","Wettswil am Albis (ZH)","Wettswil am Albis ZH","Wettswil am Albis hat die Elternzeit-Initiative mit 76,4 Prozent abgelehnt.",,
21,15.4,15.4,84.6,"Adlikon ZH","Adlikon (ZH)","Adlikon ZH","Keine Mehrheit für die Elternzeit-Initiative in Adlikon. 84,6 Prozent haben sie verworfen.",,
