"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
6601,38.5,38.5,61.5,"Aire-la-Ville GE","Aire-la-Ville (GE)","Aire-la-Ville GE",,"Les habitants d'Aire-la-Ville ont refusé avec 61,5 pour cent des voix la réforme du cycle d'orientation genevois.",
6602,40.3,40.3,59.7,"Anières GE","Anières (GE)","Anières GE",,"Les habitants d'Anières ont refusé avec 59,7 pour cent des voix la réforme du cycle d'orientation genevois.",
6603,46.5,46.5,53.5,"Avully GE","Avully (GE)","Avully GE",,"Les habitants d'Avully refusent avec 53,5 pour cent de non la réforme du cycle d'orientation genevois.",
6604,41.7,41.7,58.3,"Avusy GE","Avusy (GE)","Avusy GE",,"C'est non à 58,3 pour cent à la réforme du cycle d'orientation genevois à Avusy.",
6605,49,49,51,"Bardonnex GE","Bardonnex (GE)","Bardonnex GE",,"Les habitants de Bardonnex refusent avec 51 pour cent de non la réforme du cycle d'orientation genevois.",
6606,43.6,43.6,56.4,"Bellevue GE","Bellevue (GE)","Bellevue GE",,"Les habitants de Bellevue refusent avec 56,4 pour cent de non la réforme du cycle d'orientation genevois.",
6607,44.4,44.4,55.6,"Bernex GE","Bernex (GE)","Bernex GE",,"Les habitants de Bernex refusent avec 55,6 pour cent de non la réforme du cycle d'orientation genevois.",
6608,51.5,51.5,48.5,"CarouGE","Carouge (GE)","CarouGE GE",,"Les habitants de Carouge (GE) ont approuvé avec 51,5 pour cent des voix la réforme du cycle d'orientation genevois.",
6609,35.2,35.2,64.8,"Cartigny GE","Cartigny (GE)","Cartigny GE",,"C'est non à 64,8 pour cent à la réforme du cycle d'orientation genevois à Cartigny.",
6610,42.9,42.9,57.1,"Céligny GE","Céligny (GE)","Céligny GE",,"Les habitants de Céligny ont refusé avec 57,1 pour cent des voix la réforme du cycle d'orientation genevois.",
6611,46,46,54,"Chancy GE","Chancy (GE)","Chancy GE",,"Les habitants de Chancy ont refusé avec 54 pour cent des voix la réforme du cycle d'orientation genevois.",
6612,39.5,39.5,60.5,"Chêne-Bougeries GE","Chêne-Bougeries (GE)","Chêne-Bougeries GE",,"Les habitants de Chêne-Bougeries ont refusé avec 60,5 pour cent des voix la réforme du cycle d'orientation genevois.",
6613,47.1,47.1,52.9,"Chêne-Bourg GE","Chêne-Bourg (GE)","Chêne-Bourg GE",,"Les habitants de Chêne-Bourg ont refusé avec 52,9 pour cent des voix la réforme du cycle d'orientation genevois.",
