"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
3001,14.1,14.1,85.9,"Herisau AR","Herisau (AR)","Herisau AR","Nein zur Änderung des Transplantationsgesetzes: Herisau hat die Vorlage mit 85,9 Prozent Nein-Stimmen verworfen. Herisau hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","La nouvelle loi sur la transplantation d'organes n'a pas trouvé grâce aux yeux des citoyens de Herisau. Ils ont refusé la modification à 85,9 pour cent. Herisau a refusé la modification, contrairement à son canton.","Nel comune di Herisau la legge sui trapianti è stata respinta con il 85,9 percento dei voti. Il comune di Herisau respingendo la legge è andato controcorrente rispetto al suo cantone."
3002,27.8,27.8,72.2,"Hundwil AR","Hundwil (AR)","Hundwil AR","In Hundwil die Änderung des Transplantationsgesetzes keine Mehrheit gefunden: 72,2 Prozent haben es abgelehnt. Hundwil hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","C'est non à la loi sur la transplantation d'organes à Hundwil. Les habitants ont refusé la loi modifiée à 72,2 pour cent. Hundwil a refusé la modification, contrairement à son canton.","A Hundwil i cittadini hanno respinto, con il 72,2 percento dei voti, la legge sui trapianti. Il comune di Hundwil respingendo la legge è andato controcorrente rispetto al suo cantone."
3003,82.9,82.9,17.1,"Schönengrund AR","Schönengrund (AR)","Schönengrund AR","82,9 Prozent der Stimmbürgerinnen und Stimmbürger von Schönengrund haben sich für die Änderung des Transplantationsgesetzes ausgesprochen. Schönengrund hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","A Schönengrund, les habitants disent oui à 82,9 pour cent à la modification de la loi sur la transplantation d'organes. Schönengrund a approuvé la modification, tout comme son canton.","Nel comune di Schönengrund la legge sui trapianti è stata approvata con il 82,9 percento dei voti. Il comune di Schönengrund approvando la legge si è espresso come il suo cantone."
3004,6.3,6.3,93.7,"Schwellbrunn AR","Schwellbrunn (AR)","Schwellbrunn AR","Die Gemeinde Schwellbrunn ist gegen die Änderung des Transplantationsgesetzes: Sie hat den Bundesbeschluss mit 93,7 Prozent Nein verworfen. Schwellbrunn hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Appenzell Ausserrhoden.","La modification de la loi sur la transplantation d'organes est refusée à 93,7 pour cent à Schwellbrunn. Schwellbrunn affiche ainsi le plus fort taux de refus du canton d'Appenzell Rhodes-Extérieures.","Nel comune di Schwellbrunn la legge sui trapianti è stata bocciata con il 93,7 percento dei voti. Schwellbrunn ha così ottenuto la più alta percentuale di ""no"" nel canton Appenzello Esterno."
3005,95.3,95.3,4.7,"Stein AR","Stein (AR)","Stein AR","95,3 Prozent der Stimmbürgerinnen und Stimmbürger von Stein AR haben sich für die Änderung des Transplantationsgesetzes ausgesprochen. Stein AR hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","A Stein (AR), les habitants disent oui à 95,3 pour cent à la modification de la loi sur la transplantation d'organes. Stein (AR) a approuvé la modification, tout comme son canton.","Nel comune di Stein AR la legge sui trapianti è stata approvata con il 95,3 percento dei voti. Il comune di Stein AR approvando la legge si è espresso come il suo cantone."
3006,71.3,71.3,28.7,"Urnäsch AR","Urnäsch (AR)","Urnäsch AR","Mit 71,3 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Urnäsch die Änderung des Transplantationsgesetzes angenommen. Urnäsch hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","La population d'Urnäsch approuve à 71,3 pour cent la modification de la loi sur la transplantation d'organes. Urnäsch a approuvé la modification, tout comme son canton.","Nel comune di Urnäsch la legge sui trapianti è stata accettata con il 71,3 percento dei voti. Il comune di Urnäsch approvando la legge si è espresso come il suo cantone."
3007,79.5,79.5,20.5,"Waldstatt AR","Waldstatt (AR)","Waldstatt AR","79,5 Prozent der Stimmbürgerinnen und Stimmbürger in Waldstatt haben Ja gesagt zur Änderung des Transplantationsgesetzes. Waldstatt hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","Les habitants de Waldstatt acceptent avec 79,5 pour cent de oui la modification de la loi sur la transplantation d'organes. Waldstatt a approuvé la modification, tout comme son canton.","Con il 79,5 percento di ""sì"", i cittadini del comune di Waldstatt hanno accolto la legge sui trapianti. Il comune di Waldstatt approvando la legge si è espresso come il suo cantone."
3021,8,8,92,"Bühler AR","Bühler (AR)","Bühler AR","In Bühler die Änderung des Transplantationsgesetzes keine Mehrheit gefunden: 92 Prozent haben es abgelehnt. Bühler hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","C'est non à la loi sur la transplantation d'organes à Bühler. Les habitants ont refusé la loi modifiée à 92 pour cent. Bühler a refusé la modification, contrairement à son canton.","A Bühler i cittadini hanno respinto, con il 92 percento dei voti, la legge sui trapianti. Il comune di Bühler respingendo la legge è andato controcorrente rispetto al suo cantone."
3022,81.5,81.5,18.5,"Gais AR","Gais (AR)","Gais AR","Die Änderung des Transplantationsgesetzes ist in Gais mit 81,5 Prozent der Stimmen angenommen worden. Gais hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","La loi sur la transplantation d'organes est approuvée à Gais par 81,5 pour cent des votants. Gais a approuvé la modification, tout comme son canton.","I cittadini di Gais si sono espressi a favore della legge sui trapianti. Il testo è stato approvato con il 81,5 percento dei voti. Il comune di Gais approvando la legge si è espresso come il suo cantone."
3023,88.3,88.3,11.7,"Speicher AR","Speicher (AR)","Speicher AR","Speicher hat die Änderung des Transplantationsgesetzes mit 88,3 Prozent der Stimmen angenommen. Speicher hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","Les habitants de Speicher soutiennent à 88,3 pour cent la modification de la loi sur la transplantation d'organes. Speicher a approuvé la modification, tout comme son canton.","A Speicher i cittadini hanno accolto, con il 88,3 percento dei voti, la legge sui trapianti. Il comune di Speicher approvando la legge si è espresso come il suo cantone."
