"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
2701,94.3,94.3,5.7,"Basel BS","Bâle (BS)","Basilea BS","Die Gemeinde Basel hat den höheren Frontex-Beitrag mit 94,3 Prozent angenommen. NA","A Bâle, les habitants disent oui à 94,3 pour cent au renforcement de la participation de la Suisse à Frontex. NA","Nel comune di Basilea la maggiore partecipazione a Frontex è stata approvata con il 94,3 percento dei voti. NA"
2702,77.2,77.2,22.8,"Bettingen BS","Bettingen (BS)","Bettingen BS","In Bettingen hat die Stimmbevölkerung dem höheren Frontext-Beitrag zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 77,2 Prozent angenommen. Bettingen hat damit gleich wie der Kanton Basel-Stadt Ja gesagt zu dieser Vorlage.","A Bettingen, les habitants sont favorables au renforcement de la participation de la Suisse à Frontex avec 77,2 pour cent de oui. Bettingen a approuvé la modification de la loi, tout comme son canton.","I cittadini di Bettingen si sono espressi a favore della la maggiore partecipazione a Frontex. Il testo è stato approvato con il 77,2 percento dei voti. Il comune di Bettingen approvando la legge si è espresso come il suo cantone."
2703,54.8,54.8,45.2,"Riehen BS","Riehen (BS)","Riehen BS","Die Gemeinde Riehen hat den höheren Frontex-Beitrag mit 54,8 Prozent angenommen.","A Riehen, les habitants disent oui à 54,8 pour cent au renforcement de la participation de la Suisse à Frontex.","Nel comune di Riehen la maggiore partecipazione a Frontex è stata approvata con il 54,8 percento dei voti."
2761,46.5,46.5,53.5,"Aesch BL","Aesch (BL)","Aesch BL","Keine Mehrheit für den höheren Frontex-Beitrag in Aesch BL: Mit 3'929 Nein-Stimmen zu 3'414 Ja-Stimmen oder 53,5 Prozent hat die Gemeinde die Vorlage verworfen. Aesch BL hat damit gleich wie der Kanton Basel-Landschaft Nein gesagt zu dieser Vorlage.","C'est non à 53,5 pour cent au renforcement de la participation de la Suisse à Frontex à Aesch (BL). Aesch (BL) a rejeté la modification de la loi, tout comme son canton.","Da Aesch BL è arrivato un ""no"" alle urne per la maggiore partecipazione a Frontex. I cittadini hanno bocciato il testo con il 53,5 percento dei voti. Il comune di Aesch BL bocciando la legge si è espresso come il suo cantone."
2762,96.5,96.5,3.5,"Allschwil BL","Allschwil (BL)","Allschwil BL","Ja zum höheren Frontex-Beitrag in Allschwil: Mit 96,5 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Allschwil hat damit anders abgestimmt als der Kanton Basel-Landschaft, der die Vorlage abgelehnt hat.","Les habitants d'Allschwil approuvent le renforcement de la participation de la Suisse à Frontex avec 96,5 pour cent de oui. Allschwil a approuvé la modification de la loi, contrairement à son canton.","Sì al una maggiore partecipazione a Frontex nel comune di Allschwil: i cittadini hanno approvato il testo con il 96,5 percento dei voti. Il comune di Allschwil approvando la legge è andato controcorrente rispetto al suo cantone."
2763,31.9,31.9,68.1,"Arlesheim BL","Arlesheim (BL)","Arlesheim BL","68,1 Prozent der Stimmbürgerinnen und Stimmbürger von Arlesheim sagen Nein zum höheren Frontex-Beitrag. NA","Les habitants d'Arlesheim s'opposent au renforcement de la participation de la Suisse à Frontex avec 68,1 pour cent de non. NA","No a una maggiore partecipazione a Frontex nel comune di Arlesheim: i cittadini hanno bocciato il testo con il 68,1 percento dei voti. NA"
2764,92.6,92.6,7.4,"Biel-Benken BL","Biel-Benken (BL)","Biel-Benken BL","92,6 Prozent der Stimmbürgerinnen und Stimmbürger von Biel-Benken haben einem höheren Frontex-Beitrag zugestimmt. NA","Les électeurs de Biel-Benken valident le renforcement de la participation de la Suisse à Frontex avec 92,6 pour cent de oui. NA","A Biel-Benken i cittadini hanno accolto, con il 92,6 percento dei voti, la maggiore partecipazione a Frontex. NA"
2765,12.1,12.1,87.9,"Binningen BL","Binningen (BL)","Binningen BL","87,9 Prozent der Stimmbürgerinnen und Stimmbürger von Binningen sagen Nein zum höheren Frontex-Beitrag. NA","Les habitants de Binningen s'opposent au renforcement de la participation de la Suisse à Frontex avec 87,9 pour cent de non. NA","No a una maggiore partecipazione a Frontex nel comune di Binningen: i cittadini hanno bocciato il testo con il 87,9 percento dei voti. NA"
2766,41.6,41.6,58.4,"Birsfelden BL","Birsfelden (BL)","Birsfelden BL","In Birsfelden hat der höhere Frontex-Beitrag keine Mehrheit gefunden. Auf 58,4 Prozent der abgegebenen Stimmzettel stand ein Nein. Birsfelden hat damit gleich wie der Kanton Basel-Landschaft Nein gesagt zu dieser Vorlage.","Les habitants de Birsfelden rejettent le renforcement de la participation de la Suisse à Frontex avec 58,4 pour cent de non. Birsfelden a rejeté la modification de la loi, tout comme son canton.","Nel comune di Birsfelden la maggiore partecipazione a Frontex è stata bocciata con il 58,4 percento dei voti. Il comune di Birsfelden bocciando la legge si è espresso come il suo cantone."
2767,96.1,96.1,3.9,"Bottmingen BL","Bottmingen (BL)","Bottmingen BL","In Bottmingen hat die Stimmbevölkerung dem höheren Frontext-Beitrag zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 96,1 Prozent angenommen. Bottmingen hat damit anders abgestimmt als der Kanton Basel-Landschaft, der die Vorlage abgelehnt hat.","A Bottmingen, les habitants sont favorables au renforcement de la participation de la Suisse à Frontex avec 96,1 pour cent de oui. Bottmingen a approuvé la modification de la loi, contrairement à son canton.","I cittadini di Bottmingen si sono espressi a favore della la maggiore partecipazione a Frontex. Il testo è stato approvato con il 96,1 percento dei voti. Il comune di Bottmingen approvando la legge è andato controcorrente rispetto al suo cantone."
