"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
2008,83.9,83.9,16.1,"Châtillon FR","Châtillon (FR)","Châtillon FR","NA NA","Les habitants de Châtillon (FR) acceptent avec 83,9 pour cent de oui une modification de la politique foncière souhaitée par le Conseil d'Etat. Les habitants de Châtillon (FR) ont approuvé le texte, tout comme le canton.","NA NA"
2011,79.7,79.7,20.3,"Cugy FR","Cugy (FR)","Cugy FR","NA NA","Les habitants de Cugy (FR) ont approuvé avec 79,7 pour cent des voix une modification de la politique foncière souhaitée par le Conseil d'Etat. Les habitants de Cugy (FR) ont approuvé le texte, tout comme le canton.","NA NA"
2016,75.4,75.4,24.6,"Fétigny FR","Fétigny (FR)","Fétigny FR","NA NA","C'est oui à 75,4 pour cent à Fétigny à la modification de la politique foncière souhaitée par le Conseil d'Etat. Les habitants de Fétigny ont approuvé le texte, tout comme le canton.","NA NA"
2022,69,69,31,"Gletterens FR","Gletterens (FR)","Gletterens FR","NA NA","C'est oui à 69 pour cent à Gletterens à la modification de la politique foncière souhaitée par le Conseil d'Etat. Les habitants de Gletterens ont approuvé le texte, tout comme le canton.","NA NA"
2025,73.7,73.7,26.3,"Lully FR","Lully (FR)","Lully FR","NA NA","Les habitants de Lully (FR) ont approuvé avec 73,7 pour cent des voix une modification de la politique foncière souhaitée par le Conseil d'Etat. Les habitants de Lully (FR) ont approuvé le texte, tout comme le canton.","NA NA"
2027,80,80,20,"Ménières FR","Ménières (FR)","Ménières FR","NA NA","Une modification de la politique foncière souhaitée par le Conseil d'Etat passe la rampe à Ménières. Les habitants de cette petite commune sont 72 à dire oui à ce projet. Les habitants de Ménières ont approuvé le texte, tout comme le canton.","NA NA"
2029,73.4,73.4,26.6,"Montagny FR","Montagny (FR)","Montagny FR","NA NA","Les habitants de Montagny (FR) ont approuvé avec 73,4 pour cent des voix une modification de la politique foncière souhaitée par le Conseil d'Etat. Les habitants de Montagny (FR) ont approuvé le texte, tout comme le canton.","NA NA"
2035,73.9,73.9,26.1,"Nuvilly FR","Nuvilly (FR)","Nuvilly FR","NA NA","Une modification de la politique foncière souhaitée par le Conseil d'Etat passe la rampe à Nuvilly. Les habitants de cette petite commune sont 51 à dire oui à ce projet. Les habitants de Nuvilly ont approuvé le texte, tout comme le canton.","NA NA"
2038,50,50,50,"Prévondavaux FR","Prévondavaux (FR)","Prévondavaux FR",,"Egalité parfaite à Prévondavaux! Les électeurs de cette commune sont 7 à accepter une modification de la politique foncière souhaitée par le Conseil d'Etat et 7 à le refuser.",
2041,79.7,79.7,20.3,"Saint-Aubin FR","Saint-Aubin (FR)","Saint-Aubin FR","NA NA","Les habitants de Saint-Aubin (FR) acceptent avec 79,7 pour cent de oui une modification de la politique foncière souhaitée par le Conseil d'Etat. Les habitants de Saint-Aubin (FR) ont approuvé le texte, tout comme le canton.","NA NA"
2043,75.8,75.8,24.2,"Sévaz FR","Sévaz (FR)","Sévaz FR","NA NA","Une modification de la politique foncière souhaitée par le Conseil d'Etat passe la rampe à Sévaz. Les habitants de cette petite commune sont 47 à dire oui à ce projet. Les habitants de Sévaz ont approuvé le texte, tout comme le canton.","NA NA"
2044,73.5,73.5,26.5,"Surpierre FR","Surpierre (FR)","Surpierre FR","NA NA","C'est oui à 73,5 pour cent à Surpierre à la modification de la politique foncière souhaitée par le Conseil d'Etat. Les habitants de Surpierre ont approuvé le texte, tout comme le canton.","NA NA"
