"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
2701,50,0,0,"Basel BS","Bâle (BS)","Basilea BS","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2702,50,0,0,"Bettingen BS","Bettingen (BS)","Bettingen BS","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2703,50,0,0,"Riehen BS","Riehen (BS)","Riehen BS","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2761,52.9,52.9,47.1,"Aesch BL","Aesch (BL)","Aesch BL","Aesch BL hat die Änderung des Transplantationsgesetzes mit 1'331 Ja- zu 1'185 Nein-Stimmen zugestimmt. Die entspricht einem Ja-Stimmen-Anteil von 52,9 Prozent.","La loi sur la transplantation d'organes passe la rampe avec 52,9 pour cent de oui à Aesch (BL).","Da Aesch BL è arrivato un ""sì"" alle urne per la legge sui trapianti. I cittadini hanno accolto il testo con il 52,9 percento dei voti."
2762,50,0,0,"Allschwil BL","Allschwil (BL)","Allschwil BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2763,52,52,48,"Arlesheim BL","Arlesheim (BL)","Arlesheim BL","52 Prozent der Stimmbürgerinnen und Stimmbürger von Arlesheim haben sich für die Änderung des Transplantationsgesetzes ausgesprochen.","A Arlesheim, les habitants disent oui à 52 pour cent à la modification de la loi sur la transplantation d'organes.","Nel comune di Arlesheim la legge sui trapianti è stata approvata con il 52 percento dei voti."
2764,60,60,40,"Biel-Benken BL","Biel-Benken (BL)","Biel-Benken BL","Biel-Benken hat die Änderung des Transplantationsgesetzes mit 60 Prozent der Stimmen angenommen.","Les habitants de Biel-Benken soutiennent à 60 pour cent la modification de la loi sur la transplantation d'organes.","A Biel-Benken i cittadini hanno accolto, con il 60 percento dei voti, la legge sui trapianti."
2765,59.8,59.8,40.2,"Binningen BL","Binningen (BL)","Binningen BL","59,8 Prozent der Stimmbürgerinnen und Stimmbürger von Binningen haben sich für die Änderung des Transplantationsgesetzes ausgesprochen.","A Binningen, les habitants disent oui à 59,8 pour cent à la modification de la loi sur la transplantation d'organes.","Nel comune di Binningen la legge sui trapianti è stata approvata con il 59,8 percento dei voti."
2766,50,0,0,"Birsfelden BL","Birsfelden (BL)","Birsfelden BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2767,59.4,59.4,40.6,"Bottmingen BL","Bottmingen (BL)","Bottmingen BL","Die Änderung des Transplantationsgesetzes ist in Bottmingen mit 59,4 Prozent der Stimmen angenommen worden.","La loi sur la transplantation d'organes est approuvée à Bottmingen par 59,4 pour cent des votants.","I cittadini di Bottmingen si sono espressi a favore della legge sui trapianti. Il testo è stato approvato con il 59,4 percento dei voti."
2768,50,0,0,"Ettingen BL","Ettingen (BL)","Ettingen BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2769,58.5,58.5,41.5,"Münchenstein BL","Münchenstein (BL)","Münchenstein BL","58,5 Prozent der Stimmbürgerinnen und Stimmbürger von Münchenstein haben sich für die Änderung des Transplantationsgesetzes ausgesprochen.","A Münchenstein, les habitants disent oui à 58,5 pour cent à la modification de la loi sur la transplantation d'organes.","Nel comune di Münchenstein la legge sui trapianti è stata approvata con il 58,5 percento dei voti."
2770,50,0,0,"Muttenz BL","Muttenz (BL)","Muttenz BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2771,50,0,0,"Oberwil BL","Oberwil (BL)","Oberwil BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2772,55.2,55.2,44.8,"Pfeffingen BL","Pfeffingen (BL)","Pfeffingen BL","55,2 Prozent der Stimmbürgerinnen und Stimmbürger in Pfeffingen haben Ja gesagt zur Änderung des Transplantationsgesetzes.","Les habitants de Pfeffingen acceptent avec 55,2 pour cent de oui la modification de la loi sur la transplantation d'organes.","Con il 55,2 percento di ""sì"", i cittadini del comune di Pfeffingen hanno accolto la legge sui trapianti."
2773,54.3,54.3,45.7,"Reinach BL","Reinach (BL)","Reinach BL","Mit 54,3 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Reinach BL die Änderung des Transplantationsgesetzes angenommen.","La population de Reinach (BL) approuve à 54,3 pour cent la modification de la loi sur la transplantation d'organes.","Nel comune di Reinach BL la legge sui trapianti è stata accettata con il 54,3 percento dei voti."
2774,50,0,0,"Schönenbuch BL","Schönenbuch (BL)","Schönenbuch BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2775,59.4,59.4,40.6,"Therwil BL","Therwil (BL)","Therwil BL","Mit 1'677 Ja zu 1'144 Nein hat sich Therwil für die Änderung des Transplantationsgesetzes ausgesprochen. Die entspricht 59,4 Prozent.","Therwil dit oui à 59,4 pour cent à la modification de la loi sur la transplantation d'organes.","Sì alla legge sui trapianti nel comune di Therwil: i cittadini hanno approvato il testo con il 59,4 percento dei voti."
2781,51,51,49,"Blauen BL","Blauen (BL)","Blauen BL","51 Prozent der Stimmbürgerinnen und Stimmbürger von Blauen haben sich für die Änderung des Transplantationsgesetzes ausgesprochen.","A Blauen, les habitants disent oui à 51 pour cent à la modification de la loi sur la transplantation d'organes.","Nel comune di Blauen la legge sui trapianti è stata approvata con il 51 percento dei voti."
2782,52.3,52.3,47.7,"Brislach BL","Brislach (BL)","Brislach BL","52,3 Prozent der Stimmbürgerinnen und Stimmbürger in Brislach haben Ja gesagt zur Änderung des Transplantationsgesetzes.","Les habitants de Brislach acceptent avec 52,3 pour cent de oui la modification de la loi sur la transplantation d'organes.","Con il 52,3 percento di ""sì"", i cittadini del comune di Brislach hanno accolto la legge sui trapianti."
2783,50,0,0,"Burg im Leimental BL","Burg im Leimental (BL)","Burg im Leimental BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2784,47.6,47.6,52.4,"Dittingen BL","Dittingen (BL)","Dittingen BL","Mit 86 Nein- zu 78 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger von Dittingen die Änderung des Transplantationsgesetzes abgelehnt. Dies entspricht 52,4 Prozent.","La population de Dittingen rejette à 52,4 pour cent des voix la loi sur la transplantation d'organes.","Con il 52,4 percento di ""no"", i cittadini del comune di Dittingen hanno respinto la legge sui trapianti."
2785,50,0,0,"Duggingen BL","Duggingen (BL)","Duggingen BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2786,49.5,49.5,50.5,"Grellingen BL","Grellingen (BL)","Grellingen BL","Die Änderung des Transplantationsgesetzes ist in Grellingen mit 50,5 Prozent abgelehnt worden.","La nouvelle loi sur la transplantation d'organes n'a pas convaincu à Grellingen. Les citoyens de la commune ont refusé la modification à 50,5 pour cent.","Da Grellingen è arrivato un ""no"" alle urne per la legge sui trapianti. I cittadini hanno bocciato il testo con il 50,5 percento dei voti."
2787,57.7,57.7,42.3,"Laufen BL","Laufon (BL)","Laufen BL","Die Änderung des Transplantationsgesetzes ist in Laufen mit 57,7 Prozent der Stimmen angenommen worden.","La loi sur la transplantation d'organes est approuvée à Laufon par 57,7 pour cent des votants.","I cittadini di Laufen si sono espressi a favore della legge sui trapianti. Il testo è stato approvato con il 57,7 percento dei voti."
2788,45.5,45.5,54.5,"Liesberg BL","Liesberg (BL)","Liesberg BL","54,5 Prozent der Stimmbürgerinnen und Stimmbürger von Liesberg haben die Änderung des Transplantationsgesetzes abgelehnt.","Les habitants de Liesberg s'opposent à la modification de la loi sur la transplantation d'organes par 54,5 pour cent des voix.","No alla legge sui trapianti nel comune di Liesberg: i cittadini hanno bocciato il testo con il 54,5 percento dei voti."
2789,50,0,0,"Nenzlingen BL","Nenzlingen (BL)","Nenzlingen BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2790,58.1,58.1,41.9,"Roggenburg BL","Roggenburg (BL)","Roggenburg BL","Roggenburg hat mit 43 Ja- zu 31 Nein-Stimmen die Änderung des Transplantationsgesetzes angenommen.","La loi modifiée sur la transplantation d'organes est validée à Roggenburg. Les citoyens de cette petite commune sont 43 à soutenir le texte, contre 31 à le refuser.","Con 43 voti contro 31, i cittadini di Roggenburg hanno approvato la legge sui trapianti."
2791,52,52,48,"Röschenz BL","Röschenz (BL)","Röschenz BL","Röschenz hat die Änderung des Transplantationsgesetzes mit 277 Ja- zu 256 Nein-Stimmen zugestimmt. Die entspricht einem Ja-Stimmen-Anteil von 52 Prozent.","La loi sur la transplantation d'organes passe la rampe avec 52 pour cent de oui à Röschenz.","Da Röschenz è arrivato un ""sì"" alle urne per la legge sui trapianti. I cittadini hanno accolto il testo con il 52 percento dei voti."
2792,41.7,41.7,58.3,"Wahlen BL","Wahlen (BL)","Wahlen BL","Mit 179 Nein- zu 128 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger von Wahlen die Änderung des Transplantationsgesetzes abgelehnt. Dies entspricht 58,3 Prozent.","La population de Wahlen rejette à 58,3 pour cent des voix la loi sur la transplantation d'organes.","Con il 58,3 percento di ""no"", i cittadini del comune di Wahlen hanno respinto la legge sui trapianti."
2793,50,0,0,"Zwingen BL","Zwingen (BL)","Zwingen BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2821,45.1,45.1,54.9,"Arisdorf BL","Arisdorf (BL)","Arisdorf BL","54,9 Prozent Stimmbürgerinnen und Stimmbürger von Arisdorf haben Nein gesagt zur Änderung des Transplantationsgesetzes.","A Arisdorf, les citoyens rejettent à 54,9 pour cent la loi sur la transplantation d'organes.","I cittadini di Arisdorf si sono espressi contro la legge sui trapianti. Il testo è stato respinto con il 54,9 percento dei voti."
2822,56.8,56.8,43.2,"Augst BL","Augst (BL)","Augst BL","Mit 56,8 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Augst die Änderung des Transplantationsgesetzes angenommen.","La population d'Augst approuve à 56,8 pour cent la modification de la loi sur la transplantation d'organes.","Nel comune di Augst la legge sui trapianti è stata accettata con il 56,8 percento dei voti."
2823,53.7,53.7,46.3,"Bubendorf BL","Bubendorf (BL)","Bubendorf BL","Die Änderung des Transplantationsgesetzes ist in Bubendorf mit 53,7 Prozent der Stimmen angenommen worden.","La loi sur la transplantation d'organes est approuvée à Bubendorf par 53,7 pour cent des votants.","I cittadini di Bubendorf si sono espressi a favore della legge sui trapianti. Il testo è stato approvato con il 53,7 percento dei voti."
2824,50,0,0,"Frenkendorf BL","Frenkendorf (BL)","Frenkendorf BL","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
