"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1,11.3,11.3,88.7,"Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","Die Gemeinde Aeugst am Albis ist gegen die Änderung des Filmgesetzes: Sie hat die Vorlage mit 88,7 Prozent Nein verworfen. Aeugst am Albis hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Les citoyens d'Aeugst am Albis refusent la nouvelle loi sur le cinéma. Ils ont rejeté la modification de la loi par 88,7 pour cent des voix. Aeugst am Albis a refusé la modification, contrairement à son canton.","Nel comune di Aeugst am Albis la legge sul cinema è stata bocciata con il 88,7 percento dei voti. Il comune di Aeugst am Albis respingendo la legge è andato controcorrente rispetto al suo cantone."
2,32.9,32.9,67.1,"Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","Die Änderung des Filmgesetzes ist in Affoltern am Albis mit 67,1 Prozent abgelehnt worden. Affoltern am Albis hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Non à la modification de la loi sur le cinéma à Affoltern am Albis: la commune a rejeté avec 67,1 pour cent des voix la ""Lex Netflix"" soumise aux urnes ce dimanche. Affoltern am Albis a refusé la modification, contrairement à son canton.","Da Affoltern am Albis è arrivato un ""no"" alle urne per la legge sul cinema. I cittadini hanno bocciato il testo con il 67,1 percento dei voti. Il comune di Affoltern am Albis respingendo la legge è andato controcorrente rispetto al suo cantone."
3,67.6,67.6,32.4,"Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","67,6 Prozent der Stimmbürgerinnen und Stimmbürger von Bonstetten haben Ja gesagt zur Änderung des Filmgesetzes. Bonstetten hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les citoyens de Bonstetten valident avec 67,6 pour cent de oui la loi sur le cinéma. Bonstetten a approuvé la modification, tout comme son canton.","Con il 67,6 percento di ""sì"", i cittadini del comune di Bonstetten hanno accolto la legge sul cinema. Il comune di Bonstetten approvando la legge si è espresso come il suo cantone."
4,87.1,87.1,12.9,"Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","87,1 Prozent der Stimmbürgerinnen und Stimmbürger von Hausen am Albis haben für die Änderung des Filmgesetzes gestimmt. Hausen am Albis hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les citoyens de Hausen am Albis sont favorables à la loi modifiée sur le cinéma. Ils ont voté à 87,1 pour cent en faveur du projet du Conseil fédéral et du Parlement. Hausen am Albis a approuvé la modification, tout comme son canton.","Nel comune di Hausen am Albis la legge sul cinema è stata approvata con il 87,1 percento dei voti. Il comune di Hausen am Albis approvando la legge si è espresso come il suo cantone."
5,82.6,82.6,17.4,"Hedingen ZH","Hedingen (ZH)","Hedingen ZH","Mit 82,6 Prozent Ja hat sich Hedingen für die Änderung des Filmgesetzes ausgesprochen. Hedingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Pour les habitants de Hedingen, une nouvelle loi sur le cinéma est nécessaire. Ils ont voté oui à 82,6 pour cent en faveur de la ""Lex Netflix"". Hedingen a approuvé la modification, tout comme son canton.","Sì alla legge sul cinema nel comune di Hedingen: i cittadini hanno approvato il testo con il 82,6 percento dei voti. Il comune di Hedingen approvando la legge si è espresso come il suo cantone."
6,54.7,54.7,45.3,"Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","54,7 Prozent der Stimmbürgerinnen und Stimmbürger von Kappel am Albis haben Ja gesagt zur Änderung des Filmgesetzes. Kappel am Albis hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les citoyens de Kappel am Albis valident avec 54,7 pour cent de oui la loi sur le cinéma. Kappel am Albis a approuvé la modification, tout comme son canton.","Con il 54,7 percento di ""sì"", i cittadini del comune di Kappel am Albis hanno accolto la legge sul cinema. Il comune di Kappel am Albis approvando la legge si è espresso come il suo cantone."
7,11.2,11.2,88.8,"Knonau ZH","Knonau (ZH)","Knonau ZH","88,8 Prozent der Stimmbürgerinnen und Stimmbürger von Knonau haben die ""Lex Netflix"" abgelehnt. Knonau hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","88,8 pour cent des habitants de Knonau ont refusé la modification de la loi sur le cinéma. Knonau a refusé la modification, contrairement à son canton.","No alla legge sul cinema nel comune di Knonau: i cittadini hanno bocciato il testo con il 88,8 percento dei voti. Il comune di Knonau respingendo la legge è andato controcorrente rispetto al suo cantone."
8,9.2,9.2,90.8,"Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","Mit 8'676 Nein- zu 877 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger von Maschwanden die Änderung des Filmgesetzes abgelehnt. Das entspricht 90,8 Prozent. Maschwanden hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","A Maschwanden, c'est non à 90,8 pour cent à la nouvelle loi sur le cinéma. Maschwanden a refusé la modification, contrairement à son canton.","Con il 90,8 percento di ""no"", i cittadini del comune di Maschwanden hanno respinto la legge sul cinema. Il comune di Maschwanden respingendo la legge è andato controcorrente rispetto al suo cantone."
9,57,57,43,"Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","57 Prozent der Stimmbürgerinnen und Stimmbürger von Mettmenstetten haben für die Änderung des Filmgesetzes gestimmt. Mettmenstetten hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les citoyens de Mettmenstetten sont favorables à la loi modifiée sur le cinéma. Ils ont voté à 57 pour cent en faveur du projet du Conseil fédéral et du Parlement. Mettmenstetten a approuvé la modification, tout comme son canton.","Nel comune di Mettmenstetten la legge sul cinema è stata approvata con il 57 percento dei voti. Il comune di Mettmenstetten approvando la legge si è espresso come il suo cantone."
10,56.3,56.3,43.7,"Obfelden ZH","Obfelden (ZH)","Obfelden ZH","56,3 Prozent der Stimmbürgerinnen und Stimmbürger von Obfelden haben für die Änderung des Filmgesetzes gestimmt. Obfelden hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les citoyens d'Obfelden sont favorables à la loi modifiée sur le cinéma. Ils ont voté à 56,3 pour cent en faveur du projet du Conseil fédéral et du Parlement. Obfelden a approuvé la modification, tout comme son canton.","Nel comune di Obfelden la legge sul cinema è stata approvata con il 56,3 percento dei voti. Il comune di Obfelden approvando la legge si è espresso come il suo cantone."
